361648	438493
132653	43940
172695	344121
881521	227551
390237	577977
768204	438493
187104	294155
312638	616919
538121	499324
345378	638263
522419	659942
835220	400909
728857	417728
231800	853220
543606	891835
219457	731593
447840	665220
544982	527620
824375	867923
385622	195097
325466	255653
343433	780757
877381	494671
538214	417728
25493	412301
498344	625990
123086	577977
25935	243535
617547	781993
117967	776222
553829	175010
425770	169644
71368	620286
872310	558520
727660	315424
367043	182996
750176	438493
857934	854209
896450	604646
725962	38716
336463	312638
321753	29758
25527	363073
889722	319822
561097	237915
572380	668575
522510	320258
71368	24440
835704	450939
502280	471056
266938	741330
570294	69200
209754	818345
162112	801290
62288	499324
479137	0
370422	487326
283476	491156
899486	355303
494576	245403
862008	559625
578649	885067
791303	808650
908063	59116
771655	27599
169762	76868
898319	891835
138970	367877
65302	848513
889722	177301
571198	364836
784062	226594
807658	242490
29950	178215
890370	463955
727660	264205
5601	160997
41742	403327
210384	446524
854209	11342
304462	424796
416170	397816
31263	195523
884209	835481
507700	907365
871379	424471
232639	378566
363636	377796
152061	20191
468354	118398
610899	70053
516566	885738
280467	417728
676913	815536
336463	500627
283476	867923
435527	842331
483838	654625
52684	136733
425102	659942
363220	578122
588022	559767
722141	577977
732540	796411
861038	198078
263225	904700
242490	527419
670462	208191
154115	684131
32163	132977
810380	757939
713984	640910
864668	166029
321421	215952
172576	38716
676702	777620
10260	227380
123388	294155
187104	335160
345378	449439
91101	859941
601439	250764
799008	857527
855011	0
293131	727660
32163	841575
189768	547989
364876	247354
271676	10453
552166	210167
804464	790973
627418	341259
907561	105570
105717	113789
251448	260412
468354	11342
669643	417728
115021	331725
32382	625990
305945	524121
625714	26256
740065	857527
721790	644362
601439	782431
528266	43149
768204	558815
197344	490819
409659	163088
835704	117473
176178	695376
392477	757356
816904	191293
309564	784413
345101	786977
36295	382983
787739	889100
90074	877572
561097	718923
807267	11342
192398	433622
37796	21875
397547	345196
120733	768320
56527	29758
603853	176178
186561	247548
883199	24440
130368	732662
839933	131873
446524	20733
450550	0
366080	0
832139	62929
138746	812640
209021	284938
419746	466855
720270	460410
86526	39309
263225	795003
403364	345378
852419	11342
835704	165437
794973	438493
883199	620286
226594	528596
197344	265746
908856	245403
771728	554817
760842	637361
502280	780757
794973	671991
325466	294887
257738	796411
890370	114092
703020	871379
778129	438493
680052	273716
86526	465201
764878	40669
665759	861594
676913	643627
528266	570111
288563	305945
578337	550767
578337	581058
414038	335113
547356	438493
515514	471231
524242	818816
343433	471056
824020	387543
21875	615930
430375	239837
146550	547989
535748	867923
27363	74101
477647	199986
272070	817484
205694	169316
412301	25493
746613	334440
517246	185019
190621	438493
425770	644829
206793	117473
600020	569594
120733	676702
220994	331850
38901	449439
438493	455062
772592	503525
137092	182634
411736	26256
615930	343433
659888	298770
659942	273068
432279	272070
534452	417728
499324	649716
880088	87753
51589	339789
114502	130954
74101	446524
720675	569557
912971	684320
814002	70053
321753	699442
672426	466045
649828	392477
137408	153066
616836	746613
85378	610355
437873	14260
494671	857527
44270	705154
553829	867923
794116	443590
873005	232639
857934	0
665759	434981
879837	364836
732803	891835
577132	705154
893345	21256
596972	317298
625890	483838
631381	654625
430049	0
243366	113766
419746	464245
661551	232639
362910	438493
180285	824375
617987	209449
222904	705154
867923	500627
896450	643627
442324	11342
385830	659942
331850	73352
732540	347098
722764	795003
5601	80791
293131	321421
655101	38716
276347	845229
29546	0
232480	221809
253386	596102
558195	417728
175010	867923
559767	615930
83676	311844
784977	705154
193375	0
553829	479014
756187	601675
472379	611682
554817	732514
258319	87753
350801	841970
167852	40246
245632	722764
412301	577588
771728	770747
867980	438493
780663	891835
79237	808022
37912	608616
363636	435527
424796	62288
251448	403688
81453	659888
578122	113766
248522	547356
657645	364836
637365	208950
177732	181012
427309	649828
745315	432476
615930	502280
285476	412301
392477	604059
818345	190621
804095	672024
627621	643225
534181	870300
787950	460046
117967	526762
714886	765654
835704	749131
500810	300727
120733	40669
50822	867923
784977	219979
601439	850183
816904	438493
891835	857527
285476	25493
903059	577977
321939	309894
392477	763148
476901	544982
104154	438493
539794	556664
182634	438493
871711	417311
363220	835974
515680	298002
835481	44567
617547	42803
637365	570294
235849	11342
537437	909422
402392	37134
553607	556570
397816	402977
363220	11395
273068	438493
381762	658661
765410	356644
758383	400135
215810	178215
544103	345378
214266	270009
319593	857527
88610	142492
240602	298002
432279	477327
654625	98303
38901	562986
62399	226594
810380	874285
56910	790935
51804	99199
768279	169762
721453	48065
682966	355735
240730	705154
523684	120076
232480	867923
311844	37134
293131	795918
507819	169316
658583	896450
685926	891835
62288	181012
625990	852746
27363	210384
39091	195097
72503	718661
417809	266938
534181	874936
818816	852097
292101	68369
812955	386555
747971	0
10683	195256
835704	810869
94466	874740
901546	569594
213898	169762
553607	259336
56527	699442
269278	65302
826226	417728
549423	759922
569594	298770
423254	176178
512812	857934
266853	730427
823296	208398
834077	786566
835704	231848
408222	0
72432	891835
442324	760541
871711	699759
232639	866784
603853	861038
446524	667543
679719	571331
440954	21875
412527	397547
491156	701455
812955	571331
816332	786977
209754	113766
816904	585402
842331	363220
486695	909452
185335	432487
871711	767870
211974	65655
405192	691476
818345	361648
833053	292101
756187	26469
722764	904700
516246	759922
347098	233177
304462	908200
232639	690669
177661	472379
759922	255653
232639	727918
419746	438493
781402	440954
517635	822029
288563	318493
285	417728
235849	0
82737	136733
764878	603853
358478	239837
