507819	38677
483838	807027
331282	230053
768204	438493
312638	616919
835220	400909
815602	433516
765654	0
543606	891835
451592	11342
830675	857527
387543	11342
578649	3501
120076	662982
500627	110364
273716	306723
331282	765654
520734	11342
120076	867959
538214	417728
877381	494671
768204	640341
810323	152061
558815	748632
760842	414038
284174	867923
149447	11342
867923	857527
522510	826226
477647	893862
824020	500627
672426	442324
857934	854209
433516	0
483838	417728
522510	136131
616919	27469
835220	456978
672426	914941
846213	701642
522510	320258
102341	867923
400909	828241
319393	891835
426863	857527
846213	11342
283476	491156
414038	854209
867923	835220
578649	885067
387341	541385
846213	877381
169762	587645
499324	427309
846213	661340
169762	76868
857934	108113
637361	662982
877381	891835
556570	3501
763838	417728
82205	11342
251937	747775
271676	632721
637361	660210
857527	118398
680052	812955
151091	10453
680052	679719
857527	27469
363129	203547
11342	891835
578122	438493
434138	11342
414038	108113
810323	432487
3501	397816
588022	21875
854209	11342
740065	677789
283476	160114
535748	884543
335113	32366
512812	335113
3501	82737
638706	11342
828241	891835
821092	11342
387543	609316
283476	867923
483838	654625
416555	760471
703678	710366
578649	891835
588022	559767
826226	597927
578122	244080
91807	891835
322178	754862
523684	115472
609210	891835
867923	846213
807267	72432
507819	830621
322178	891835
312638	752882
294155	527419
118398	571331
701087	835220
11342	867923
857527	11342
136593	835220
136593	789355
169762	177732
151091	632721
118398	102341
877381	867923
891835	693969
271676	10453
798461	852097
788071	565670
108113	11342
273716	102341
701087	857527
877491	652776
335113	15901
300017	510754
416555	828241
251448	260412
637361	0
826226	233177
455062	443868
578649	867923
205034	616919
740065	857527
752882	111408
322178	867923
112028	441116
512812	854209
768204	558815
91807	867923
609210	867923
309564	417728
316308	802594
309564	784413
523684	321961
703678	39711
578122	483166
543999	628457
283476	891835
659942	392567
828241	867923
807267	11342
543999	38716
578122	899420
835220	11342
136593	846213
102341	810323
512812	108113
284174	891835
645018	556570
703678	240512
112028	543999
320258	11342
561337	11342
852419	11342
523684	240416
637361	721453
177218	0
535748	828241
143557	857527
856657	11342
205034	752882
760842	637361
543606	867923
319393	867923
846213	507819
578122	166029
815602	0
102341	891835
136131	11342
273716	541385
535748	541385
810323	298002
680052	273716
857934	335113
549387	259204
400909	535748
3501	427365
91807	136593
857527	661340
27469	828241
316308	391182
115472	11342
316420	845229
414038	335113
120076	0
363712	0
153741	0
434138	387341
136593	659942
824020	387543
835220	203547
854209	15901
535748	867923
414038	512812
477647	199986
810019	891835
387341	891835
499324	16790
846213	240512
695578	0
294155	247548
645018	300017
309564	294155
332399	528596
571331	232639
169762	720270
136593	765654
760842	835220
830675	684820
438493	455062
857934	512812
463078	867923
287468	891835
